#Wavelength (nm)	Absorption cross-section (cm2/molecule)
301.15	2.71E-19
301.16	2.68E-19
301.17	2.65E-19
301.17	2.61E-19
301.18	2.56E-19
301.19	2.47E-19
301.20	2.43E-19
301.21	2.49E-19
301.22	2.57E-19
301.22	2.65E-19
301.23	2.71E-19
301.24	2.59E-19
301.25	2.44E-19
301.26	2.45E-19
301.26	2.47E-19
301.27	2.48E-19
301.28	2.52E-19
301.29	2.59E-19
301.30	2.73E-19
301.31	2.74E-19
301.31	2.51E-19
301.32	2.28E-19
301.33	2.26E-19
301.34	2.30E-19
301.35	2.28E-19
301.35	2.25E-19
301.36	2.21E-19
301.37	2.10E-19
301.38	2.06E-19
301.39	2.10E-19
301.40	2.20E-19
301.40	2.29E-19
301.41	2.23E-19
301.42	2.21E-19
301.43	2.28E-19
301.44	2.26E-19
301.44	2.15E-19
301.45	2.09E-19
301.46	2.11E-19
301.47	2.14E-19
301.48	2.12E-19
301.49	2.16E-19
301.49	2.30E-19
301.50	2.42E-19
301.51	2.38E-19
301.52	2.26E-19
301.53	2.40E-19
301.54	2.40E-19
301.54	2.19E-19
301.55	2.15E-19
301.56	2.19E-19
301.57	2.20E-19
301.58	2.21E-19
301.58	2.24E-19
301.59	2.26E-19
301.60	2.31E-19
301.61	2.34E-19
301.62	2.45E-19
301.63	2.58E-19
301.63	2.76E-19
301.64	2.95E-19
301.65	3.02E-19
301.66	3.00E-19
301.67	3.06E-19
301.67	3.19E-19
301.68	3.29E-19
301.69	3.34E-19
301.70	3.46E-19
301.71	3.62E-19
301.72	3.56E-19
301.72	3.38E-19
301.73	3.39E-19
301.74	3.30E-19
301.75	3.32E-19
301.76	3.73E-19
301.77	3.53E-19
301.77	3.50E-19
301.78	3.76E-19
301.79	3.98E-19
301.80	4.16E-19
301.81	4.31E-19
301.81	4.51E-19
301.82	4.69E-19
301.83	4.97E-19
301.84	5.35E-19
301.85	5.41E-19
301.86	5.34E-19
301.86	5.75E-19
301.87	6.03E-19
301.88	6.36E-19
301.89	6.41E-19
301.90	6.09E-19
301.90	6.20E-19
301.91	6.31E-19
301.92	6.28E-19
301.93	6.55E-19
301.94	7.00E-19
301.95	7.05E-19
301.95	7.13E-19
301.96	7.88E-19
301.97	8.43E-19
301.98	8.23E-19
301.99	8.50E-19
301.99	8.64E-19
302.00	8.23E-19
302.01	8.92E-19
302.02	9.21E-19
302.03	8.48E-19
302.04	8.39E-19
302.04	8.31E-19
302.05	7.91E-19
302.06	8.02E-19
302.07	8.49E-19
302.08	8.89E-19
302.09	9.06E-19
302.09	8.74E-19
302.10	8.56E-19
302.11	9.18E-19
302.12	9.03E-19
302.13	9.12E-19
302.13	9.72E-19
302.14	9.26E-19
302.15	9.21E-19
302.16	9.53E-19
302.17	9.21E-19
302.18	8.57E-19
302.18	8.43E-19
302.19	8.63E-19
302.20	8.64E-19
302.21	8.62E-19
302.22	8.88E-19
302.22	9.03E-19
302.23	8.60E-19
302.24	8.34E-19
302.25	8.64E-19
302.26	8.00E-19
302.27	8.20E-19
302.27	8.76E-19
302.28	8.06E-19
302.29	7.81E-19
302.30	8.04E-19
302.31	7.85E-19
302.32	7.64E-19
302.32	7.90E-19
302.33	8.11E-19
302.34	8.07E-19
302.35	7.93E-19
302.36	7.95E-19
302.36	7.88E-19
302.37	7.48E-19
302.38	7.33E-19
302.39	7.27E-19
302.40	7.39E-19
302.41	7.36E-19
302.41	7.18E-19
302.42	7.22E-19
302.43	7.34E-19
302.44	7.31E-19
302.45	7.11E-19
302.45	6.77E-19
302.46	6.60E-19
302.47	6.64E-19
302.48	6.39E-19
302.49	6.36E-19
302.50	6.34E-19
302.50	6.13E-19
302.51	6.06E-19
302.52	5.87E-19
302.53	5.89E-19
302.54	6.08E-19
302.54	6.06E-19
302.55	5.95E-19
302.56	5.94E-19
302.57	5.80E-19
302.58	5.67E-19
302.59	5.65E-19
302.59	5.29E-19
302.60	5.15E-19
302.61	5.14E-19
302.62	4.88E-19
302.63	5.05E-19
302.64	5.15E-19
302.64	4.90E-19
302.65	4.82E-19
302.66	4.89E-19
302.67	4.88E-19
302.68	4.81E-19
302.68	4.75E-19
302.69	4.66E-19
302.70	4.61E-19
302.71	4.55E-19
302.72	4.54E-19
302.73	4.40E-19
302.73	4.37E-19
302.74	4.30E-19
302.75	4.16E-19
302.76	4.29E-19
302.77	4.36E-19
302.77	4.20E-19
302.78	4.02E-19
302.79	3.91E-19
302.80	3.86E-19
302.81	3.85E-19
302.82	3.84E-19
302.82	4.01E-19
302.83	3.91E-19
302.84	3.72E-19
302.85	3.80E-19
302.86	3.63E-19
302.87	3.57E-19
302.87	3.63E-19
302.88	3.65E-19
302.89	3.63E-19
302.90	3.54E-19
302.91	3.44E-19
302.91	3.45E-19
302.92	3.43E-19
302.93	3.31E-19
302.94	3.30E-19
302.95	3.28E-19
302.96	3.22E-19
302.96	3.21E-19
302.97	3.19E-19
302.98	3.09E-19
302.99	3.08E-19
303.00	3.08E-19
303.00	2.99E-19
303.01	2.91E-19
303.02	2.88E-19
303.03	2.86E-19
303.04	2.87E-19
303.05	2.81E-19
303.05	2.75E-19
303.06	2.79E-19
303.07	2.75E-19
303.08	2.68E-19
303.09	2.62E-19
303.09	2.69E-19
303.10	2.75E-19
303.11	2.71E-19
303.12	2.65E-19
303.13	2.58E-19
303.14	2.52E-19
303.14	2.57E-19
303.15	2.57E-19
303.16	2.52E-19
303.17	2.53E-19
303.18	2.44E-19
303.19	2.43E-19
303.19	2.36E-19
303.20	2.27E-19
303.21	2.31E-19
303.22	2.37E-19
303.23	2.36E-19
303.23	2.34E-19
303.24	2.32E-19
303.25	2.30E-19
303.26	2.30E-19
303.27	2.30E-19
303.28	2.28E-19
303.28	2.25E-19
303.29	2.18E-19
303.30	2.24E-19
303.31	2.21E-19
303.32	2.16E-19
303.32	2.23E-19
303.33	2.22E-19
303.34	2.14E-19
303.35	2.13E-19
303.36	2.12E-19
303.37	2.10E-19
303.37	2.10E-19
303.38	2.02E-19
303.39	2.06E-19
303.40	2.07E-19
303.41	2.10E-19
303.42	2.06E-19
303.42	2.02E-19
303.43	2.05E-19
303.44	2.04E-19
303.45	2.06E-19
303.46	2.11E-19
303.46	2.09E-19
303.47	2.08E-19
303.48	2.11E-19
303.49	2.07E-19
303.50	2.15E-19
303.51	2.14E-19
303.51	2.15E-19
303.52	2.19E-19
303.53	2.18E-19
303.54	2.14E-19
303.55	2.06E-19
303.55	2.04E-19
303.56	2.07E-19
303.57	2.09E-19
303.58	2.14E-19
303.59	2.16E-19
303.60	2.09E-19
303.60	2.18E-19
303.61	2.28E-19
303.62	2.30E-19
303.63	2.27E-19
303.64	2.31E-19
303.64	2.40E-19
303.65	2.38E-19
303.66	2.32E-19
303.67	2.32E-19
303.68	2.29E-19
303.69	2.24E-19
303.69	2.29E-19
303.70	2.27E-19
303.71	2.29E-19
303.72	2.35E-19
303.73	2.32E-19
303.74	2.37E-19
303.74	2.40E-19
303.75	2.45E-19
303.76	2.49E-19
303.77	2.57E-19
303.78	2.67E-19
303.78	2.64E-19
303.79	2.51E-19
303.80	2.56E-19
303.81	2.58E-19
303.82	2.64E-19
303.83	2.61E-19
303.83	2.56E-19
303.84	2.73E-19
303.85	2.78E-19
303.86	2.80E-19
303.87	2.79E-19
303.87	2.81E-19
303.88	2.86E-19
303.89	2.87E-19
303.90	2.95E-19
303.91	3.17E-19
303.92	3.07E-19
303.92	3.30E-19
303.93	3.55E-19
303.94	3.54E-19
303.95	3.64E-19
303.96	3.74E-19
303.97	4.10E-19
303.97	4.26E-19
303.98	4.25E-19
303.99	4.48E-19
304.00	4.76E-19
304.01	4.72E-19
304.01	4.97E-19
304.02	5.00E-19
304.03	4.97E-19
304.04	5.11E-19
304.05	4.87E-19
304.06	4.96E-19
304.06	5.15E-19
304.07	5.22E-19
304.08	5.29E-19
304.09	5.36E-19
304.10	5.42E-19
304.10	5.57E-19
304.11	5.83E-19
304.12	6.35E-19
304.13	6.99E-19
304.14	8.11E-19
304.15	1.03E-18
304.15	1.06E-18
304.16	9.28E-19
304.17	9.12E-19
304.18	9.66E-19
304.19	9.74E-19
304.19	9.61E-19
304.20	9.61E-19
304.21	9.19E-19
304.22	8.74E-19
304.23	8.39E-19
304.24	8.36E-19
304.24	8.95E-19
304.25	8.46E-19
304.26	7.67E-19
304.27	7.42E-19
304.28	7.20E-19
304.29	7.10E-19
304.29	7.31E-19
304.30	7.60E-19
304.31	7.85E-19
304.32	8.08E-19
304.33	7.61E-19
304.33	7.19E-19
304.34	7.04E-19
304.35	6.78E-19
304.36	6.85E-19
304.37	6.49E-19
304.38	6.50E-19
304.38	7.23E-19
304.39	7.66E-19
304.40	7.30E-19
304.41	6.83E-19
304.42	6.51E-19
304.42	6.37E-19
304.43	6.29E-19
304.44	5.95E-19
304.45	5.90E-19
304.46	6.00E-19
304.47	5.96E-19
304.47	6.05E-19
304.48	6.31E-19
304.49	6.45E-19
304.50	6.57E-19
304.51	6.76E-19
304.52	6.49E-19
304.52	5.70E-19
304.53	5.23E-19
304.54	4.94E-19
304.55	5.41E-19
304.56	5.50E-19
304.56	5.22E-19
304.57	5.44E-19
304.58	5.58E-19
304.59	5.70E-19
304.60	5.80E-19
304.61	5.59E-19
304.61	5.42E-19
304.62	5.68E-19
304.63	5.06E-19
304.64	4.60E-19
304.65	4.24E-19
304.65	3.86E-19
304.66	4.02E-19
304.67	4.30E-19
304.68	4.58E-19
304.69	4.54E-19
304.70	4.47E-19
304.70	4.76E-19
304.71	4.86E-19
304.72	4.47E-19
304.73	4.49E-19
304.74	4.03E-19
304.74	3.96E-19
304.75	4.03E-19
304.76	3.65E-19
304.77	3.46E-19
304.78	3.39E-19
304.79	3.33E-19
304.79	3.35E-19
304.80	3.52E-19
304.81	3.78E-19
304.82	3.75E-19
304.83	3.61E-19
304.84	4.01E-19
304.84	3.87E-19
304.85	3.56E-19
304.86	3.44E-19
304.87	3.35E-19
304.88	3.22E-19
304.88	3.16E-19
304.89	3.28E-19
304.90	3.34E-19
304.91	3.02E-19
304.92	2.80E-19
304.93	2.81E-19
304.93	2.69E-19
304.94	2.73E-19
304.95	2.80E-19
304.96	3.04E-19
304.97	3.25E-19
304.97	3.24E-19
304.98	3.17E-19
304.99	3.18E-19
305.00	3.07E-19
305.01	2.83E-19
305.02	2.80E-19
305.02	2.83E-19
305.03	2.70E-19
305.04	2.59E-19
305.05	2.55E-19
305.06	2.60E-19
305.07	2.48E-19
305.07	2.36E-19
305.08	2.39E-19
305.09	2.43E-19
305.10	2.38E-19
305.11	2.46E-19
305.11	2.51E-19
305.12	2.56E-19
305.13	2.44E-19
305.14	2.33E-19
305.15	2.57E-19
305.16	2.65E-19
305.16	2.50E-19
305.17	2.32E-19
305.18	2.27E-19
305.19	2.29E-19
305.20	2.24E-19
305.20	2.18E-19
305.21	2.24E-19
305.22	2.04E-19
305.23	2.00E-19
305.24	1.94E-19
305.25	1.90E-19
305.25	1.97E-19
305.26	1.96E-19
305.27	1.94E-19
305.28	2.01E-19
305.29	2.01E-19
305.29	1.96E-19
305.30	1.97E-19
305.31	1.90E-19
305.32	1.95E-19
305.33	1.91E-19
305.34	2.01E-19
305.34	2.05E-19
305.35	1.91E-19
305.36	1.84E-19
305.37	1.83E-19
305.38	1.76E-19
305.39	1.77E-19
305.39	1.82E-19
305.40	1.71E-19
305.41	1.73E-19
305.42	1.67E-19
305.43	1.70E-19
305.43	1.67E-19
305.44	1.59E-19
305.45	1.59E-19
305.46	1.62E-19
305.47	1.64E-19
305.48	1.71E-19
305.48	1.66E-19
305.49	1.55E-19
305.50	1.65E-19
305.51	1.57E-19
305.52	1.53E-19
305.52	1.62E-19
305.53	1.71E-19
305.54	1.73E-19
305.55	1.78E-19
305.56	1.87E-19
305.57	1.85E-19
305.57	1.67E-19
305.58	1.62E-19
305.59	1.63E-19
305.60	1.64E-19
305.61	1.64E-19
305.62	1.67E-19
305.62	1.74E-19
305.63	1.70E-19
305.64	1.71E-19
305.65	1.80E-19
305.66	1.85E-19
305.66	1.84E-19
305.67	1.84E-19
305.68	1.86E-19
305.69	1.88E-19
305.70	1.81E-19
305.71	1.80E-19
305.71	1.79E-19
305.72	1.77E-19
305.73	1.74E-19
305.74	1.74E-19
305.75	1.81E-19
305.75	1.90E-19
305.76	1.90E-19
305.77	1.90E-19
305.78	1.89E-19
305.79	1.91E-19
305.80	1.90E-19
305.80	1.93E-19
305.81	1.96E-19
305.82	1.97E-19
305.83	2.03E-19
305.84	2.10E-19
305.84	2.17E-19
305.85	2.35E-19
305.86	2.34E-19
305.87	2.23E-19
305.88	2.33E-19
305.89	2.29E-19
305.89	2.29E-19
305.90	2.33E-19
305.91	2.41E-19
305.92	2.50E-19
305.93	2.51E-19
305.94	2.55E-19
305.94	2.73E-19
305.95	2.74E-19
305.96	2.76E-19
305.97	2.90E-19
305.98	3.00E-19
305.98	3.31E-19
305.99	3.54E-19
306.00	3.50E-19
306.01	3.50E-19
306.02	3.61E-19
306.03	3.54E-19
306.03	3.38E-19
306.04	3.52E-19
306.05	3.47E-19
306.06	3.48E-19
306.07	3.58E-19
306.07	3.56E-19
306.08	3.59E-19
306.09	3.63E-19
306.10	3.63E-19
306.11	3.67E-19
306.12	3.82E-19
306.12	4.00E-19
306.13	4.05E-19
306.14	4.22E-19
306.15	4.29E-19
306.16	4.38E-19
306.17	4.66E-19
306.17	4.76E-19
306.18	4.72E-19
306.19	4.64E-19
306.20	4.59E-19
306.21	4.60E-19
306.21	4.53E-19
306.22	4.50E-19
306.23	4.58E-19
306.24	4.51E-19
306.25	4.76E-19
306.26	4.67E-19
306.26	4.56E-19
306.27	4.72E-19
306.28	5.01E-19
306.29	5.35E-19
306.30	5.71E-19
306.30	5.75E-19
306.31	6.10E-19
306.32	6.02E-19
306.33	5.54E-19
306.34	5.59E-19
306.35	5.66E-19
306.35	5.79E-19
306.36	5.75E-19
306.37	5.67E-19
306.38	5.80E-19
306.39	5.95E-19
306.39	6.04E-19
306.40	6.38E-19
306.41	6.34E-19
306.42	6.45E-19
306.43	6.41E-19
306.44	6.44E-19
306.44	6.40E-19
306.45	6.34E-19
306.46	6.50E-19
306.47	6.72E-19
306.48	6.71E-19
306.49	7.13E-19
306.49	6.72E-19
306.50	6.35E-19
306.51	6.88E-19
306.52	6.69E-19
306.53	6.48E-19
306.53	6.53E-19
306.54	6.43E-19
306.55	6.09E-19
306.56	5.97E-19
306.57	6.10E-19
306.58	5.95E-19
306.58	5.62E-19
306.59	5.67E-19
306.60	5.57E-19
306.61	5.57E-19
306.62	5.49E-19
306.62	5.35E-19
306.63	5.35E-19
306.64	5.46E-19
306.65	5.47E-19
306.66	5.57E-19
306.67	5.19E-19
306.67	4.78E-19
306.68	4.84E-19
306.69	4.74E-19
306.70	4.49E-19
306.71	4.38E-19
306.72	4.36E-19
306.72	4.26E-19
306.73	4.14E-19
306.74	4.18E-19
306.75	4.09E-19
306.76	4.15E-19
306.76	4.28E-19
306.77	4.14E-19
306.78	4.08E-19
306.79	4.02E-19
306.80	4.08E-19
306.81	4.10E-19
306.81	3.85E-19
306.82	3.50E-19
306.83	3.65E-19
306.84	3.65E-19
306.85	3.44E-19
306.85	3.38E-19
306.86	3.31E-19
306.87	3.35E-19
306.88	3.36E-19
306.89	3.27E-19
306.90	3.20E-19
306.90	3.19E-19
306.91	3.13E-19
306.92	3.32E-19
306.93	3.44E-19
306.94	3.13E-19
306.94	2.98E-19
306.95	2.95E-19
306.96	3.00E-19
306.97	3.08E-19
306.98	3.11E-19
306.99	3.05E-19
306.99	2.98E-19
307.00	2.89E-19
307.01	2.84E-19
307.02	2.74E-19
307.03	2.74E-19
307.04	2.78E-19
307.04	2.71E-19
307.05	2.57E-19
307.06	2.53E-19
307.07	2.60E-19
307.08	2.68E-19
307.08	2.62E-19
307.09	2.53E-19
307.10	2.46E-19
307.11	2.52E-19
307.12	2.70E-19
307.13	2.68E-19
307.13	2.55E-19
307.14	2.52E-19
307.15	2.60E-19
307.16	2.65E-19
307.17	2.65E-19
307.17	2.63E-19
307.18	2.55E-19
307.19	2.51E-19
307.20	2.52E-19
307.21	2.33E-19
307.22	2.20E-19
307.22	2.33E-19
307.23	2.43E-19
307.24	2.29E-19
307.25	2.22E-19
307.26	2.12E-19
307.27	1.99E-19
307.27	2.13E-19
307.28	2.15E-19
307.29	2.09E-19
307.30	2.04E-19
307.31	2.00E-19
307.31	1.92E-19
307.32	1.85E-19
307.33	1.85E-19
307.34	1.96E-19
307.35	2.03E-19
307.36	2.02E-19
307.36	2.01E-19
307.37	1.97E-19
307.38	2.01E-19
307.39	2.02E-19
307.40	1.93E-19
307.40	1.84E-19
307.41	1.87E-19
307.42	1.85E-19
307.43	1.74E-19
307.44	1.73E-19
307.45	1.76E-19
307.45	1.84E-19
307.46	1.88E-19
307.47	1.90E-19
307.48	1.94E-19
307.49	1.93E-19
307.49	1.78E-19
307.50	1.72E-19
307.51	1.74E-19
307.52	1.68E-19
307.53	1.68E-19
307.54	1.70E-19
307.54	1.75E-19
307.55	1.82E-19
307.56	1.86E-19
307.57	1.87E-19
307.58	1.85E-19
307.59	1.84E-19
307.59	1.89E-19
307.60	1.83E-19
307.61	1.81E-19
307.62	1.83E-19
307.63	1.85E-19
307.63	1.86E-19
307.64	1.79E-19
307.65	1.69E-19
307.66	1.75E-19
307.67	1.82E-19
307.68	1.86E-19
307.68	1.94E-19
307.69	1.87E-19
307.70	1.83E-19
307.71	1.80E-19
307.72	1.77E-19
307.72	1.76E-19
307.73	1.77E-19
307.74	1.80E-19
307.75	1.85E-19
307.76	1.78E-19
307.77	1.84E-19
307.77	1.91E-19
307.78	1.95E-19
307.79	1.97E-19
307.80	1.94E-19
307.81	1.87E-19
307.82	1.83E-19
307.82	1.81E-19
307.83	1.83E-19
307.84	1.82E-19
307.85	1.81E-19
307.86	1.80E-19
307.86	1.70E-19
307.87	1.64E-19
307.88	1.66E-19
307.89	1.72E-19
307.90	1.80E-19
307.91	1.87E-19
307.91	1.77E-19
307.92	1.76E-19
307.93	1.78E-19
307.94	1.75E-19
307.95	1.76E-19
307.95	1.77E-19
307.96	1.76E-19
307.97	1.74E-19
307.98	1.72E-19
307.99	1.78E-19
308.00	1.88E-19
308.00	1.78E-19
308.01	1.84E-19
308.02	1.91E-19
308.03	1.97E-19
308.04	2.01E-19
308.04	1.94E-19
308.05	1.82E-19
308.06	1.85E-19
308.07	1.85E-19
308.08	1.87E-19
308.09	2.04E-19
308.09	2.08E-19
308.10	2.09E-19
308.11	2.23E-19
308.12	2.47E-19
308.13	2.59E-19
308.14	2.53E-19
308.14	2.61E-19
308.15	2.79E-19
308.16	2.76E-19
308.17	2.74E-19
308.18	2.72E-19
308.18	2.69E-19
308.19	2.69E-19
308.20	2.77E-19
308.21	2.82E-19
308.22	2.70E-19
308.23	2.58E-19
308.23	2.57E-19
308.24	2.40E-19
308.25	2.44E-19
308.26	2.50E-19
308.27	2.49E-19
308.27	2.45E-19
308.28	2.42E-19
308.29	2.41E-19
308.30	2.44E-19
308.31	2.49E-19
308.32	2.63E-19
308.32	2.64E-19
308.33	2.75E-19
308.34	2.82E-19
308.35	2.84E-19
308.36	2.90E-19
308.37	3.02E-19
308.37	3.20E-19
308.38	3.51E-19
308.39	3.53E-19
308.40	3.78E-19
308.41	4.09E-19
308.41	3.95E-19
308.42	3.68E-19
308.43	3.55E-19
308.44	3.63E-19
308.45	3.79E-19
308.46	3.86E-19
308.46	4.02E-19
308.47	4.26E-19
308.48	4.58E-19
308.49	4.74E-19
308.50	4.70E-19
308.50	4.91E-19
308.51	5.09E-19
308.52	4.89E-19
308.53	4.67E-19
308.54	4.81E-19
308.55	4.95E-19
308.55	5.26E-19
308.56	5.43E-19
308.57	5.54E-19
308.58	5.50E-19
308.59	5.43E-19
308.59	5.41E-19
308.60	5.40E-19
308.61	5.44E-19
308.62	5.57E-19
308.63	5.42E-19
308.64	5.71E-19
308.64	5.49E-19
308.65	5.08E-19
308.66	5.12E-19
308.67	5.18E-19
308.68	4.86E-19
308.69	4.71E-19
308.69	4.82E-19
308.70	4.72E-19
308.71	4.79E-19
308.72	4.86E-19
308.73	4.76E-19
308.73	4.79E-19
308.74	4.76E-19
308.75	4.46E-19
308.76	4.13E-19
308.77	4.28E-19
308.78	4.10E-19
308.78	3.95E-19
308.79	4.07E-19
308.80	4.03E-19
308.81	4.15E-19
308.82	4.26E-19
308.82	4.20E-19
308.83	4.10E-19
308.84	4.04E-19
308.85	3.93E-19
308.86	4.01E-19
308.87	3.80E-19
308.87	3.50E-19
308.88	3.50E-19
308.89	3.64E-19
308.90	3.61E-19
308.91	3.46E-19
308.92	3.44E-19
308.92	3.30E-19
308.93	3.29E-19
308.94	3.55E-19
308.95	3.34E-19
308.96	3.13E-19
308.96	2.97E-19
308.97	2.93E-19
308.98	3.01E-19
308.99	3.07E-19
309.00	2.97E-19
309.01	3.03E-19
309.01	2.82E-19
309.02	2.84E-19
309.03	2.85E-19
309.04	2.77E-19
309.05	2.74E-19
309.05	2.70E-19
309.06	2.56E-19
309.07	2.62E-19
309.08	2.53E-19
309.09	2.43E-19
309.10	2.50E-19
309.10	2.48E-19
309.11	2.50E-19
309.12	2.46E-19
309.13	2.39E-19
309.14	2.39E-19
309.14	2.39E-19
309.15	2.36E-19
309.16	2.31E-19
309.17	2.20E-19
309.18	2.34E-19
309.19	2.38E-19
309.19	2.25E-19
309.20	2.15E-19
309.21	2.12E-19
309.22	2.09E-19
309.23	2.18E-19
309.24	2.16E-19
309.24	2.11E-19
309.25	2.09E-19
309.26	1.96E-19
309.27	1.87E-19
309.28	1.91E-19
309.28	1.98E-19
309.29	1.93E-19
309.30	1.94E-19
309.31	2.01E-19
309.32	1.95E-19
309.33	1.91E-19
309.33	1.84E-19
309.34	1.77E-19
309.35	1.79E-19
309.36	1.84E-19
309.37	1.81E-19
309.37	1.76E-19
309.38	1.72E-19
309.39	1.68E-19
309.40	1.68E-19
309.41	1.75E-19
309.42	1.71E-19
309.42	1.58E-19
309.43	1.53E-19
309.44	1.58E-19
309.45	1.50E-19
309.46	1.55E-19
309.47	1.56E-19
309.47	1.53E-19
309.48	1.58E-19
309.49	1.58E-19
309.50	1.56E-19
309.51	1.58E-19
309.51	1.56E-19
309.52	1.54E-19
309.53	1.59E-19
309.54	1.55E-19
309.55	1.63E-19
309.56	1.66E-19
309.56	1.60E-19
309.57	1.55E-19
309.58	1.53E-19
309.59	1.50E-19
309.60	1.51E-19
309.60	1.47E-19
309.61	1.44E-19
309.62	1.48E-19
309.63	1.50E-19
309.64	1.51E-19
309.65	1.56E-19
309.65	1.63E-19
309.66	1.65E-19
309.67	1.65E-19
309.68	1.77E-19
309.69	1.76E-19
309.69	1.73E-19
309.70	1.73E-19
309.71	1.72E-19
309.72	1.69E-19
309.73	1.68E-19
309.74	1.64E-19
309.74	1.65E-19
309.75	1.66E-19
309.76	1.65E-19
309.77	1.67E-19
309.78	1.60E-19
309.79	1.58E-19
309.79	1.67E-19
309.80	1.74E-19
309.81	1.68E-19
309.82	1.70E-19
309.83	1.60E-19
309.83	1.53E-19
309.84	1.54E-19
309.85	1.55E-19
309.86	1.56E-19
309.87	1.60E-19
309.88	1.65E-19
309.88	1.67E-19
309.89	1.72E-19
309.90	1.72E-19
309.91	1.66E-19
309.92	1.61E-19
309.92	1.60E-19
309.93	1.64E-19
309.94	1.67E-19
309.95	1.61E-19
309.96	1.58E-19
309.97	1.63E-19
309.97	1.61E-19
309.98	1.68E-19
309.99	1.69E-19
310.00	1.66E-19
310.01	1.68E-19
310.02	1.69E-19
310.02	1.61E-19
310.03	1.60E-19
310.04	1.62E-19
310.05	1.69E-19
310.06	1.78E-19
310.06	1.77E-19
310.07	1.78E-19
310.08	1.84E-19
310.09	1.88E-19
310.10	1.87E-19
310.11	1.87E-19
310.11	1.93E-19
310.12	1.99E-19
310.13	1.98E-19
310.14	1.98E-19
310.15	1.95E-19
310.15	1.88E-19
310.16	1.84E-19
310.17	1.88E-19
310.18	1.86E-19
310.19	1.84E-19
310.20	1.89E-19
310.20	1.91E-19
310.21	1.89E-19
310.22	1.91E-19
310.23	1.96E-19
310.24	1.98E-19
310.24	1.98E-19
310.25	1.99E-19
310.26	1.96E-19
310.27	1.95E-19
310.28	1.92E-19
310.29	1.93E-19
310.29	2.00E-19
310.30	2.01E-19
310.31	1.96E-19
310.32	2.01E-19
310.33	1.91E-19
310.34	1.86E-19
310.34	1.93E-19
310.35	1.94E-19
310.36	1.91E-19
310.37	1.91E-19
310.38	1.90E-19
310.38	1.87E-19
310.39	1.95E-19
310.40	1.95E-19
310.41	1.95E-19
310.42	1.96E-19
310.43	1.97E-19
310.43	2.04E-19
310.44	2.16E-19
310.45	2.23E-19
310.46	2.25E-19
310.47	2.20E-19
310.47	2.43E-19
310.48	2.85E-19
310.49	2.85E-19
310.50	2.63E-19
310.51	2.57E-19
310.52	2.71E-19
310.52	2.72E-19
310.53	3.04E-19
310.54	3.19E-19
310.55	3.08E-19
310.56	3.00E-19
310.57	2.85E-19
310.57	2.80E-19
310.58	3.00E-19
310.59	3.12E-19
310.60	2.93E-19
310.61	3.35E-19
310.61	3.48E-19
310.62	3.28E-19
310.63	3.39E-19
310.64	3.64E-19
310.65	3.74E-19
310.66	3.72E-19
310.66	3.79E-19
310.67	3.94E-19
310.68	3.76E-19
310.69	3.55E-19
310.70	3.61E-19
310.70	3.64E-19
310.71	3.70E-19
310.72	3.88E-19
310.73	3.80E-19
310.74	3.36E-19
310.75	3.50E-19
310.75	3.67E-19
310.76	3.52E-19
310.77	3.16E-19
310.78	3.06E-19
310.79	3.23E-19
310.79	3.21E-19
310.80	3.10E-19
310.81	3.28E-19
310.82	2.92E-19
310.83	3.04E-19
310.84	3.06E-19
310.84	2.91E-19
310.85	2.91E-19
310.86	2.99E-19
310.87	2.61E-19
310.88	2.77E-19
310.89	2.72E-19
310.89	2.67E-19
310.90	2.75E-19
310.91	2.63E-19
310.92	2.54E-19
310.93	2.62E-19
310.93	2.47E-19
310.94	2.47E-19
310.95	2.42E-19
310.96	2.33E-19
310.97	2.64E-19
310.98	2.59E-19
310.98	2.57E-19
310.99	2.83E-19
311.00	2.95E-19
311.01	2.64E-19
311.02	2.66E-19
311.02	2.48E-19
311.03	2.42E-19
311.04	2.46E-19
311.05	2.50E-19
311.06	2.47E-19
311.07	2.37E-19
311.07	2.26E-19
311.08	2.52E-19
311.09	2.58E-19
311.10	2.54E-19
311.11	2.56E-19
311.12	2.51E-19
311.12	2.41E-19
311.13	2.33E-19
311.14	2.21E-19
311.15	2.16E-19
311.16	2.25E-19
311.16	2.20E-19
311.17	2.10E-19
311.18	2.08E-19
311.19	2.14E-19
311.20	2.15E-19
311.21	2.08E-19
311.21	2.12E-19
311.22	2.32E-19
311.23	2.19E-19
311.24	2.12E-19
311.25	2.18E-19
311.25	2.21E-19
311.26	2.17E-19
311.27	2.15E-19
311.28	2.13E-19
311.29	2.09E-19
311.30	1.90E-19
311.30	1.85E-19
311.31	1.95E-19
311.32	1.96E-19
311.33	1.86E-19
311.34	1.80E-19
311.34	1.77E-19
311.35	1.76E-19
311.36	1.73E-19
311.37	1.72E-19
311.38	1.74E-19
311.39	1.73E-19
311.39	1.69E-19
311.40	1.67E-19
311.41	1.68E-19
311.42	1.82E-19
311.43	1.73E-19
311.44	1.58E-19
311.44	1.56E-19
311.45	1.48E-19
311.46	1.41E-19
311.47	1.43E-19
311.48	1.41E-19
311.48	1.39E-19
311.49	1.42E-19
311.50	1.30E-19
311.51	1.34E-19
311.52	1.38E-19
311.53	1.38E-19
311.53	1.41E-19
311.54	1.48E-19
311.55	1.34E-19
311.56	1.25E-19
311.57	1.32E-19
